BALANCE_AS_OF_DATE,BALANCE_AS_OF_DAY,PLANT_NAME,MATERIAL_NAME,UNRESRICTED_STOCK,STOCK_SELL_VALUE,SHELF_LIFE_IN_MONTH,SHELF_LIFE_IN_DAYS,AGING_DAYS,IS_OVER_SHELFLIFE,DAYS_TO_EXPIRE,LOSS_VALUE_PERCENT,LOSS_VALUE(OCCUR),LOSS_VALUE,PREVENTABLE
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0099,24700,10621,6,180,215.00,YES,-35,20,"2,124.20","2,124.20", -   
2024-02-29,45351,SINGAPORE-WAREHOUSE,MAT-0078,50575,42483,3,90,490.00,YES,-400,5,"2,124.15","2,124.15", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0078,50575,42483,3,90,459.00,YES,-369,5,"2,124.15","2,124.15", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0078,50575,42483,3,90,459.00,YES,-369,5,"2,124.15","2,124.15", -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0078,50575,42483,3,90,398.00,YES,-308,5,"2,124.15","2,124.15", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0221,7450,8493,8,240,368.00,YES,-128,25,"2,123.25","2,123.25", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0103,2525,7070,5,150,368.00,YES,-218,30,"2,121.00","2,121.00", -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0221,7500,8475,8,240,429.00,YES,-189,25,"2,118.75","2,118.75", -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0221,7500,8475,8,240,337.00,YES,-97,25,"2,118.75","2,118.75", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0221,7500,8475,8,240,306.00,YES,-66,25,"2,118.75","2,118.75", -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0323,1425,10590,12,360,337.00,NO,23,20, -   ,"2,118.00","2,118.00"
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0351,11325,42356,2,60,490.00,YES,-430,5,"2,117.80","2,117.80", -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0234,30250,21175,5,150,398.00,YES,-248,10,"2,117.50","2,117.50", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0234,30250,21175,5,150,245.00,YES,-95,10,"2,117.50","2,117.50", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0363,77000,42350,7,210,245.00,YES,-35,5,"2,117.50","2,117.50", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0363,77000,42350,7,210,215.00,YES,-5,5,"2,117.50","2,117.50", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0172,75625,21175,6,180,215.00,YES,-35,10,"2,117.50","2,117.50", -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0099,22000,10560,6,180,550.00,YES,-370,20,"2,112.00","2,112.00", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0296,16500,10560,2,60,368.00,YES,-308,20,"2,112.00","2,112.00", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0390,12350,7040,7,210,306.00,YES,-96,30,"2,112.00","2,112.00", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0255,81125,42185,6,180,245.00,YES,-65,5,"2,109.25","2,109.25", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0364,19250,42158,7,210,184.00,NO,26,5, -   ,"2,107.90","2,107.90"
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0335,57750,42158,8,240,368.00,YES,-128,5,"2,107.90","2,107.90", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0237,57750,42158,8,240,368.00,YES,-128,5,"2,107.90","2,107.90", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0044,19250,42158,6,180,306.00,YES,-126,5,"2,107.90","2,107.90", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0335,57750,42158,8,240,245.00,YES,-5,5,"2,107.90","2,107.90", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0345,34825,42138,6,180,184.00,YES,-4,5,"2,106.90","2,106.90", -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0221,7450,8419,8,240,337.00,YES,-97,25,"2,104.75","2,104.75", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0221,7450,8419,8,240,306.00,YES,-66,25,"2,104.75","2,104.75", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0099,23375,10519,6,180,459.00,YES,-279,20,"2,103.80","2,103.80", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0099,23375,10519,6,180,459.00,YES,-279,20,"2,103.80","2,103.80", -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0099,23375,10519,6,180,429.00,YES,-249,20,"2,103.80","2,103.80", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0014,17125,10519,3,90,245.00,YES,-155,20,"2,103.80","2,103.80", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0014,17125,10519,3,90,184.00,YES,-94,20,"2,103.80","2,103.80", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0037,6875,14025,3,90,429.00,YES,-339,15,"2,103.75","2,103.75", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0327,3750,14025,8,240,276.00,YES,-36,15,"2,103.75","2,103.75", -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0207,6875,14025,4,120,215.00,YES,-95,15,"2,103.75","2,103.75", -   
2024-01-31,45322,SINGAPORE-WAREHOUSE,MAT-0065,12375,8415,4,120,519.00,YES,-399,25,"2,103.75","2,103.75", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0356,23375,14025,7,210,215.00,YES,-5,15,"2,103.75","2,103.75", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0320,17875,8401,4,120,276.00,YES,-156,25,"2,100.25","2,100.25", -   
2024-02-29,45351,SINGAPORE-WAREHOUSE,MAT-0345,35000,42000,6,180,490.00,YES,-310,5,"2,100.00","2,100.00", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0345,35000,42000,6,180,459.00,YES,-279,5,"2,100.00","2,100.00", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0345,35000,42000,6,180,459.00,YES,-279,5,"2,100.00","2,100.00", -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0345,35000,42000,6,180,429.00,YES,-249,5,"2,100.00","2,100.00", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0221,7500,8400,8,240,276.00,YES,-36,25,"2,100.00","2,100.00", -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0078,50575,41977,3,90,429.00,YES,-339,5,"2,098.85","2,098.85", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0078,50575,41977,3,90,368.00,YES,-278,5,"2,098.85","2,098.85", -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0078,50575,41977,3,90,337.00,YES,-247,5,"2,098.85","2,098.85", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0044,19250,41965,6,180,245.00,YES,-65,5,"2,098.25","2,098.25", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0044,19250,41965,6,180,215.00,YES,-35,5,"2,098.25","2,098.25", -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0099,23300,10485,6,180,398.00,YES,-218,20,"2,097.00","2,097.00", -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0077,18200,8372,3,90,429.00,YES,-339,25,"2,093.00","2,093.00", -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0077,18200,8372,3,90,398.00,YES,-308,25,"2,093.00","2,093.00", -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0077,18200,8372,3,90,337.00,YES,-247,25,"2,093.00","2,093.00", -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0109,17875,20914,8,240,398.00,YES,-158,10,"2,091.40","2,091.40", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0197,925,5228,9,270,429.00,YES,-159,40,"2,091.20","2,091.20", -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0374,1300,8359,3,90,245.00,YES,-155,25,"2,089.75","2,089.75", -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0345,34825,41790,6,180,398.00,YES,-218,5,"2,089.50","2,089.50", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0345,34825,41790,6,180,368.00,YES,-188,5,"2,089.50","2,089.50", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0345,34825,41790,6,180,245.00,YES,-65,5,"2,089.50","2,089.50", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0345,34825,41790,6,180,215.00,YES,-35,5,"2,089.50","2,089.50", -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0056,55000,41776,3,90,398.00,YES,-308,5,"2,088.80","2,088.80", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0264,2750,20873,7,210,184.00,NO,26,10, -   ,"2,087.30","2,087.30"
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0265,2750,20873,8,240,550.00,YES,-310,10,"2,087.30","2,087.30", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0104,30250,13915,6,180,184.00,YES,-4,15,"2,087.25","2,087.25", -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0156,1375,10436,8,240,215.00,NO,25,20, -   ,"2,087.20","2,087.20"
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0413,15125,10436,7,210,184.00,NO,26,20, -   ,"2,087.20","2,087.20"
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0053,1375,10436,2,60,550.00,YES,-490,20,"2,087.20","2,087.20", -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0156,1375,10436,8,240,276.00,YES,-36,20,"2,087.20","2,087.20", -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0156,1375,10436,8,240,245.00,YES,-5,20,"2,087.20","2,087.20", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0221,7450,8344,8,240,276.00,YES,-36,25,"2,086.00","2,086.00", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0154,31575,10420,8,240,459.00,YES,-219,20,"2,084.00","2,084.00", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0154,31575,10420,8,240,429.00,YES,-189,20,"2,084.00","2,084.00", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0395,6775,8333,7,210,306.00,YES,-96,25,"2,083.25","2,083.25", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0363,75625,41594,7,210,184.00,NO,26,5, -   ,"2,079.70","2,079.70"
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0171,75625,41594,6,180,184.00,YES,-4,5,"2,079.70","2,079.70", -   
2024-02-29,45351,SINGAPORE-WAREHOUSE,MAT-0228,19250,20790,7,210,490.00,YES,-280,10,"2,079.00","2,079.00", -   
2024-02-29,45351,SINGAPORE-WAREHOUSE,MAT-0068,24750,10395,6,180,490.00,YES,-310,20,"2,079.00","2,079.00", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0309,24750,13860,5,150,459.00,YES,-309,15,"2,079.00","2,079.00", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0309,24750,13860,5,150,459.00,YES,-309,15,"2,079.00","2,079.00", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0067,24750,10395,8,240,368.00,YES,-128,20,"2,079.00","2,079.00", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0234,28875,20790,5,150,276.00,YES,-126,10,"2,079.00","2,079.00", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0221,7425,8316,8,240,245.00,YES,-5,25,"2,079.00","2,079.00", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0113,24750,13860,2,60,245.00,YES,-185,15,"2,079.00","2,079.00", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0172,74250,20790,6,180,215.00,YES,-35,10,"2,079.00","2,079.00", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0012,19250,13860,2,60,184.00,YES,-124,15,"2,079.00","2,079.00", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0172,74250,20790,6,180,184.00,YES,-4,10,"2,079.00","2,079.00", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0172,74250,20790,6,180,184.00,YES,-4,10,"2,079.00","2,079.00", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0172,74250,20790,6,180,184.00,YES,-4,10,"2,079.00","2,079.00", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0172,74250,20790,6,180,184.00,YES,-4,10,"2,079.00","2,079.00", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0073,2625,5933,8,240,276.00,YES,-36,35,"2,076.55","2,076.55", -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0109,17875,20735,8,240,429.00,YES,-189,10,"2,073.50","2,073.50", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0255,79750,41470,6,180,245.00,YES,-65,5,"2,073.50","2,073.50", -   
2024-01-31,45322,SINGAPORE-WAREHOUSE,MAT-0356,20625,13819,7,210,519.00,YES,-309,15,"2,072.85","2,072.85", -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0327,20625,13819,8,240,429.00,YES,-189,15,"2,072.85","2,072.85", -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0345,34825,41442,6,180,337.00,YES,-157,5,"2,072.10","2,072.10", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0345,34825,41442,6,180,306.00,YES,-126,5,"2,072.10","2,072.10", -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0143,975,10355,3,90,215.00,YES,-125,20,"2,071.00","2,071.00", -   
2024-01-31,45322,SINGAPORE-WAREHOUSE,MAT-0099,22000,10340,6,180,519.00,YES,-339,20,"2,068.00","2,068.00", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0233,2975,4135,12,360,215.00,NO,145,50, -   ,"2,067.50","2,067.50"
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0206,425,6885,4,120,519.00,YES,-399,30,"2,065.50","2,065.50", -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0182,8750,20650,2,60,337.00,YES,-277,10,"2,065.00","2,065.00", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0182,8750,20650,2,60,306.00,YES,-246,10,"2,065.00","2,065.00", -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0234,26125,20639,5,150,550.00,YES,-400,10,"2,063.90","2,063.90", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0014,17125,10313,3,90,215.00,YES,-125,20,"2,062.60","2,062.60", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0085,11000,8250,8,240,184.00,NO,56,25, -   ,"2,062.50","2,062.50"
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0085,11000,8250,8,240,184.00,NO,56,25, -   ,"2,062.50","2,062.50"
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0085,11000,8250,8,240,184.00,NO,56,25, -   ,"2,062.50","2,062.50"
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0265,20625,20625,8,240,398.00,YES,-158,10,"2,062.50","2,062.50", -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0273,13750,6875,8,240,398.00,YES,-158,30,"2,062.50","2,062.50", -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0354,16500,8250,7,210,337.00,YES,-127,25,"2,062.50","2,062.50", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0354,16500,8250,7,210,276.00,YES,-66,25,"2,062.50","2,062.50", -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0416,19250,20598,4,120,550.00,YES,-430,10,"2,059.80","2,059.80", -   
2024-01-31,45322,SINGAPORE-WAREHOUSE,MAT-0416,19250,20598,4,120,519.00,YES,-399,10,"2,059.80","2,059.80", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0178,2600,10296,11,330,550.00,YES,-220,20,"2,059.20","2,059.20", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0268,575,4117,12,360,490.00,YES,-130,50,"2,058.50","2,058.50", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0073,2625,5880,8,240,245.00,YES,-5,35,"2,058.00","2,058.00", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0237,56375,41154,8,240,368.00,YES,-128,5,"2,057.70","2,057.70", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0335,56375,41154,8,240,306.00,YES,-66,5,"2,057.70","2,057.70", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0335,56375,41154,8,240,245.00,YES,-5,5,"2,057.70","2,057.70", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0099,23375,10285,6,180,184.00,YES,-4,20,"2,057.00","2,057.00", -   
2024-01-31,45322,SINGAPORE-WAREHOUSE,MAT-0372,31625,20556,8,240,519.00,YES,-279,10,"2,055.60","2,055.60", -   
2024-02-29,45351,SINGAPORE-WAREHOUSE,MAT-0109,17875,20556,8,240,490.00,YES,-250,10,"2,055.60","2,055.60", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0109,17875,20556,8,240,459.00,YES,-219,10,"2,055.60","2,055.60", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0109,17875,20556,8,240,459.00,YES,-219,10,"2,055.60","2,055.60", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0056,53625,41102,3,90,276.00,YES,-186,5,"2,055.10","2,055.10", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0345,34825,41094,6,180,276.00,YES,-96,5,"2,054.70","2,054.70", -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0327,19250,13668,8,240,550.00,YES,-310,15,"2,050.20","2,050.20", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0044,19250,41003,6,180,368.00,YES,-188,5,"2,050.15","2,050.15", -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0044,19250,41003,6,180,337.00,YES,-157,5,"2,050.15","2,050.15", -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0409,1275,8198,3,90,184.00,YES,-94,25,"2,049.50","2,049.50", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0156,1350,10247,8,240,550.00,YES,-310,20,"2,049.40","2,049.40", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0153,900,6831,4,120,459.00,YES,-339,30,"2,049.30","2,049.30", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0078,50575,40966,3,90,306.00,YES,-216,5,"2,048.30","2,048.30", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0182,8750,20475,2,60,276.00,YES,-216,10,"2,047.50","2,047.50", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0323,1350,10237,12,360,550.00,YES,-190,20,"2,047.40","2,047.40", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0323,1450,10237,12,360,550.00,YES,-190,20,"2,047.40","2,047.40", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0323,1450,10237,12,360,550.00,YES,-190,20,"2,047.40","2,047.40", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0323,1350,10237,12,360,519.00,YES,-159,20,"2,047.40","2,047.40", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0323,1450,10237,12,360,519.00,YES,-159,20,"2,047.40","2,047.40", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0323,1450,10237,12,360,519.00,YES,-159,20,"2,047.40","2,047.40", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0323,1350,10237,12,360,490.00,YES,-130,20,"2,047.40","2,047.40", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0323,1450,10237,12,360,490.00,YES,-130,20,"2,047.40","2,047.40", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0323,1350,10237,12,360,459.00,YES,-99,20,"2,047.40","2,047.40", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0323,1450,10237,12,360,459.00,YES,-99,20,"2,047.40","2,047.40", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0323,1350,10237,12,360,429.00,YES,-69,20,"2,047.40","2,047.40", -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0323,1450,10237,12,360,429.00,YES,-69,20,"2,047.40","2,047.40", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0323,1350,10237,12,360,398.00,YES,-38,20,"2,047.40","2,047.40", -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0323,1450,10237,12,360,398.00,YES,-38,20,"2,047.40","2,047.40", -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0339,575,4094,7,210,245.00,YES,-35,50,"2,047.00","2,047.00", -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0339,575,4094,7,210,215.00,YES,-5,50,"2,047.00","2,047.00", -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0250,42625,10230,2,60,337.00,YES,-277,20,"2,046.00","2,046.00", -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0142,550,5841,6,180,459.00,YES,-279,35,"2,044.35","2,044.35", -   
2024-02-29,45351,SINGAPORE-WAREHOUSE,MAT-0356,20625,13613,7,210,490.00,YES,-280,15,"2,041.95","2,041.95", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0363,74250,40838,7,210,184.00,NO,26,5, -   ,"2,041.90","2,041.90"
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0363,74250,40838,7,210,184.00,NO,26,5, -   ,"2,041.90","2,041.90"
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0363,74250,40838,7,210,245.00,YES,-35,5,"2,041.90","2,041.90", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0363,74250,40838,7,210,245.00,YES,-35,5,"2,041.90","2,041.90", -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0363,74250,40838,7,210,245.00,YES,-35,5,"2,041.90","2,041.90", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0363,74250,40838,7,210,215.00,YES,-5,5,"2,041.90","2,041.90", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0363,74250,40838,7,210,215.00,YES,-5,5,"2,041.90","2,041.90", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0171,74250,40838,6,180,184.00,YES,-4,5,"2,041.90","2,041.90", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0171,74250,40838,6,180,184.00,YES,-4,5,"2,041.90","2,041.90", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0171,74250,40838,6,180,184.00,YES,-4,5,"2,041.90","2,041.90", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0146,6875,6806,5,150,459.00,YES,-309,30,"2,041.80","2,041.80", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0146,6875,6806,5,150,459.00,YES,-309,30,"2,041.80","2,041.80", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0263,12375,6806,5,150,276.00,YES,-126,30,"2,041.80","2,041.80", -   
2024-02-29,45351,SINGAPORE-WAREHOUSE,MAT-0210,9625,20405,3,90,490.00,YES,-400,10,"2,040.50","2,040.50", -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0044,19250,40810,6,180,276.00,YES,-96,5,"2,040.50","2,040.50", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0363,74200,40810,7,210,215.00,YES,-5,5,"2,040.50","2,040.50", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0172,72875,20405,6,180,184.00,YES,-4,10,"2,040.50","2,040.50", -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0065,12750,8160,4,120,398.00,YES,-278,25,"2,040.00","2,040.00", -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0388,5375,40796,4,120,550.00,YES,-430,5,"2,039.80","2,039.80", -   
2024-01-31,45322,CHINA-WAREHOUSE,MAT-0388,0,40796,4,120,519.00,YES,-399,5,"2,039.80","2,039.80", -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0388,0,40796,4,120,490.00,YES,-370,5,"2,039.80","2,039.80", -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0384,925,6799,8,240,245.00,YES,-5,30,"2,039.70","2,039.70", -   
2024-01-31,45322,SINGAPORE-WAREHOUSE,MAT-0234,26125,20378,5,150,519.00,YES,-369,10,"2,037.80","2,037.80", -   
2024-01-31,45322,SINGAPORE-WAREHOUSE,MAT-0234,26125,20378,5,150,519.00,YES,-369,10,"2,037.80","2,037.80", -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0112,17875,10189,6,180,306.00,YES,-126,20,"2,037.80","2,037.80", -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0100,1124,6791,5,150,368.00,YES,-218,30,"2,037.30","2,037.30", -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0056,53625,40717,3,90,368.00,YES,-278,5,"2,035.85","2,035.85", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0335,55000,40700,8,240,459.00,YES,-219,5,"2,035.00","2,035.00", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0335,55000,40700,8,240,459.00,YES,-219,5,"2,035.00","2,035.00", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0335,55000,40700,8,240,459.00,YES,-219,5,"2,035.00","2,035.00", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0335,55000,40700,8,240,459.00,YES,-219,5,"2,035.00","2,035.00", -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0255,79750,40673,6,180,215.00,YES,-35,5,"2,033.65","2,033.65", -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0255,79750,40673,6,180,184.00,YES,-4,5,"2,033.65","2,033.65", -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0044,19250,40618,6,180,429.00,YES,-249,5,"2,030.90","2,030.90", -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0044,19250,40618,6,180,398.00,YES,-218,5,"2,030.90","2,030.90", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0068,24750,10148,6,180,459.00,YES,-279,20,"2,029.60","2,029.60", -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0068,24750,10148,6,180,459.00,YES,-279,20,"2,029.60","2,029.60", -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0067,24750,10148,8,240,429.00,YES,-189,20,"2,029.60","2,029.60", -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0068,24750,10148,6,180,398.00,YES,-218,20,"2,029.60","2,029.60", -   
